"STT","Folder","ID","Tay T (trai)/P (phai)/2 (ca 2 tay)"
No. 995,train1,2485,T
No. 996,train1,2486,T
No. 997,train1,2487,T
No. 998,train1,2488,T
No. 999,train1,2489,T
No. 1000,train1,2490,T
No. 1001,train1,2491,T
No. 1002,train1,2492,T
No. 1003,train1,2493,T
No. 1004,train1,2494,T
No. 1005,train1,2495,T
No. 1006,train1,2496,T
No. 1007,train1,2497,T
No. 1008,train1,2498,T
No. 1009,train1,2499,T
No. 1010,train1,2500,T
No. 1011,train1,2501,T
No. 1012,train1,2502,T
No. 1013,train1,2503,T
No. 1014,train1,2504,T
No. 1015,train1,2505,T
No. 1016,train1,2506,T
No. 1017,train1,2507,T
No. 1018,train1,2508,T
No. 1019,train1,2509,T
No. 1020,train1,2510,T
No. 1021,train1,2511,T
No. 1022,train1,2512,T
No. 1023,train1,2513,T
No. 1024,train1,2514,T
No. 1025,train1,2515,T
No. 1026,train1,2516,T
No. 1027,train1,2517,T
No. 1028,train1,2518,T
No. 1029,train1,2519,T
No. 1030,train1,2520,T
No. 1031,train1,2521,T
No. 1032,train1,2522,T
No. 1033,train1,2523,T
No. 1034,train1,2525,T
No. 1035,train1,2526,T
No. 1036,train1,2527,T
No. 1037,train1,2528,T
No. 1038,train1,2529,T
No. 1039,train1,2530,T
No. 1040,train1,2531,T
No. 1041,train1,2532,T
No. 1042,train1,2533,T
No. 1043,train1,2534,T
No. 1044,train1,2535,T
No. 1045,train1,2537,T
No. 1046,train1,2538,T
No. 1047,train1,2539,T
No. 1048,train1,2540,T
No. 1049,train1,2541,T
No. 1050,train1,2543,T
No. 1051,train1,2544,T
No. 1052,train1,2545,T
No. 1053,train1,2546,T
No. 1054,train1,2547,T
No. 1055,train1,2550,T
No. 1056,train1,2551,T
No. 1057,train1,2552,T
No. 1058,train1,2553,T
No. 1059,train1,2554,T
No. 1060,train1,2555,T
No. 1061,train1,2556,T
No. 1062,train1,2557,T
No. 1063,train1,2558,T
No. 1064,train1,2559,T
No. 1065,train1,2560,T
No. 1066,train1,2562,T
No. 1067,train1,2563,T
No. 1068,train1,2564,T
No. 1069,train1,2565,T
No. 1070,train1,2566,T
No. 1071,train1,2567,T
No. 1072,train1,2568,T
No. 1073,train1,2570,T
No. 1074,train1,2571,T
No. 1075,train1,2572,T
No. 1076,train1,2573,T
No. 1077,train1,2574,T
No. 1078,train1,2575,T
No. 1079,train1,2576,T
No. 1080,train1,2577,T
No. 1081,train1,2578,T
No. 1082,train1,2579,T
No. 1083,train1,2580,T
No. 1084,train1,2581,T
No. 1085,train1,2582,T
No. 1086,train1,2583,T
No. 1087,train1,2584,P
No. 1088,train1,2585,T
No. 1089,train1,2586,T
No. 1090,train1,2587,T
No. 1091,train1,2588,T
No. 1092,train1,2589,T
No. 1093,train1,2590,T
No. 1094,train1,2591,T
No. 1095,train1,2592,T
No. 1096,train1,2594,T
No. 1097,train1,2595,T
No. 1098,train1,2596,T
No. 1099,train1,2597,T
No. 1100,train1,2598,T
No. 1101,train1,2599,T
No. 1102,train1,2600,T
No. 1103,train1,2601,T
No. 1104,train1,2603,T
No. 1105,train1,2604,T
No. 1106,train1,2605,T
No. 1107,train1,2606,T
No. 1108,train1,2607,T
No. 1109,train1,2608,T
No. 1110,train1,2609,T
No. 1111,train1,2611,T
No. 1112,train1,2612,T
No. 1113,train1,2613,T
No. 1114,train1,2614,T
No. 1115,train1,2615,T
No. 1116,train1,2616,T
No. 1117,train1,2617,T
No. 1118,train1,2618,T
No. 1119,train1,2620,T
No. 1120,train1,2621,T
No. 1121,train1,2622,T
No. 1122,train1,2623,T
No. 1123,train1,2624,T
No. 1124,train1,2625,T
No. 1125,train1,2626,T
No. 1126,train1,2627,T
No. 1127,train1,2628,T
No. 1128,train1,2629,T
No. 1129,train1,2631,T
No. 1130,train1,2632,T
No. 1131,train1,2633,T
No. 1132,train1,2635,T
No. 1133,train1,2636,T
No. 1134,train1,2637,T
No. 1135,train1,2638,T
No. 1136,train1,2639,T
No. 1137,train1,2640,T
No. 1138,train1,2641,T
No. 1139,train1,2642,T
No. 1140,train1,2643,T
No. 1141,train1,2644,T
No. 1142,train1,2645,T
No. 1143,train1,2646,T
No. 1144,train1,2647,T
No. 1145,train1,2648,T
No. 1146,train1,2649,T
No. 1147,train1,2650,T
No. 1148,train1,2651,T
No. 1149,train1,2652,T
No. 1150,train1,2653,T
No. 1151,train1,2654,T
No. 1152,train1,2655,T
No. 1153,train1,2656,T
No. 1154,train1,2657,T
No. 1155,train1,2658,T
No. 1156,train1,2659,T
No. 1157,train1,2660,P
No. 1158,train1,2661,T
No. 1159,train1,2662,T
No. 1160,train1,2663,T
No. 1161,train1,2664,T
No. 1162,train1,2665,T
No. 1163,train1,2666,T
No. 1164,train1,2667,T
No. 1165,train1,2668,P
No. 1166,train1,2669,P
No. 1167,train1,2670,T
No. 1168,train1,2671,T
No. 1169,train1,2672,T
No. 1170,train1,2673,T
No. 1171,train1,2674,T
No. 1172,train1,2677,T
No. 1173,train1,2678,T
No. 1174,train1,2679,T
No. 1175,train1,2680,T
No. 1176,train1,2681,T
No. 1177,train1,2682,P
No. 1178,train1,2684,T
No. 1179,train1,2685,T
No. 1180,train1,2686,T
No. 1181,train1,2687,T
No. 1182,train1,2688,T
No. 1183,train1,2689,P
No. 1184,train1,2690,T
No. 1185,train1,2691,T
No. 1186,train1,2692,T
No. 1187,train1,2693,T
No. 1188,train1,2694,T
No. 1189,train1,2695,T
No. 1190,train1,2696,T
No. 1191,train1,2697,T
No. 1192,train1,2698,T
No. 1193,train1,2699,T
No. 1194,train1,2700,T
No. 1195,train1,2701,T
No. 1196,train1,2702,T
No. 1197,train1,2703,T
No. 1198,train1,2704,T
No. 1199,train1,2705,T
No. 1200,train1,2706,T
No. 1201,train1,2707,T
No. 1202,train1,2708,T
No. 1203,train1,2709,T
No. 1204,train1,2710,T
No. 1205,train1,2712,T
No. 1206,train1,2713,T
No. 1207,train1,2714,T
No. 1208,train1,2715,T
No. 1209,train1,2716,T
No. 1210,train1,2717,T
No. 1211,train1,2718,T
No. 1212,train1,2719,T
No. 1213,train1,2721,T
No. 1214,train1,2722,T
No. 1215,train1,2723,T
No. 1216,train1,2724,P
No. 1217,train1,2725,T
No. 1218,train1,2726,T
No. 1219,train1,2727,T
No. 1220,train1,2728,T
No. 1221,train1,2729,T
No. 1222,train1,2730,T
No. 1223,train1,2731,P
No. 1224,train1,2732,T
No. 1225,train1,2733,T
No. 1226,train1,2734,T
No. 1227,train1,2735,T
No. 1228,train1,2736,P
No. 1229,train1,2737,T
No. 1230,train1,2738,T
No. 1231,train1,2739,T
No. 1232,train1,2740,T
No. 1233,train1,2741,T
No. 1234,train1,2742,T
No. 1235,train1,2743,T
No. 1236,train1,2744,T
No. 1237,train1,2745,T
No. 1238,train1,2746,T
No. 1239,train1,2747,T
No. 1240,train1,2748,T
No. 1241,train1,2749,T
No. 1242,train1,2750,T
No. 1243,train1,2752,T
No. 1244,train1,2753,T
No. 1245,train1,2754,T
No. 1246,train1,2755,T
No. 1247,train1,2756,T
No. 1248,train1,2757,P
No. 1249,train1,2758,T
No. 1250,train1,2759,T
No. 1251,train1,2760,T
No. 1252,train1,2761,T
No. 1253,train1,2762,T
No. 1254,train1,2765,T
No. 1255,train1,2766,T
No. 1256,train1,2767,T
No. 1257,train1,2768,T
No. 1258,train1,2769,T
No. 1259,train1,2771,T
No. 1260,train1,2772,T
No. 1261,train1,2773,P
No. 1262,train1,2774,P
No. 1263,train1,2775,T
No. 1264,train1,2776,T
No. 1265,train1,2777,T
No. 1266,train1,2778,T
No. 1267,train1,2779,T
No. 1268,train1,2780,T
No. 1269,train1,2781,T
No. 1270,train1,2782,T
No. 1271,train1,2783,T
No. 1272,train1,2784,T
No. 1273,train1,2785,T
No. 1274,train1,2786,T
No. 1275,train1,2787,P
No. 1276,train1,2788,T
No. 1277,train1,2789,T
No. 1278,train1,2790,T
No. 1279,train1,2791,T
No. 1280,train1,2792,T
No. 1281,train1,2793,T
No. 1282,train1,2794,T
No. 1283,train1,2795,T
No. 1284,train1,2797,T
No. 1285,train1,2798,T
No. 1286,train1,2799,T
No. 1287,train1,2801,T
No. 1288,train1,2802,T
No. 1289,train1,2804,T
No. 1290,train1,2805,T
No. 1291,train1,2806,T
No. 1292,train1,2807,T
No. 1293,train1,2808,T
No. 1294,train1,2810,T
No. 1295,train1,2811,T
No. 1296,train1,2812,T
No. 1297,train1,2813,P
No. 1298,train1,2814,T
No. 1299,train1,2815,T
No. 1300,train1,2817,T
No. 1301,train1,2818,T
No. 1302,train1,2819,T
No. 1303,train1,2821,T
No. 1304,train1,2823,T
No. 1305,train1,2825,T
No. 1306,train1,2826,T
No. 1307,train1,2827,T
No. 1308,train1,2828,T
No. 1309,train1,2829,T
No. 1310,train1,2830,T
No. 1311,train1,2832,T
No. 1312,train1,2834,T
No. 1313,train1,2835,T
No. 1314,train1,2836,T
No. 1315,train1,2837,T
No. 1316,train1,2838,P
No. 1317,train1,2839,T
No. 1318,train1,2841,T
No. 1319,train1,2843,T
No. 1320,train1,2844,T
No. 1321,train1,2845,T
No. 1322,train1,2846,T
No. 1323,train1,2847,T
No. 1324,train1,2848,T
No. 1325,train1,2849,T
No. 1326,train1,2850,T
No. 1327,train1,2851,T
No. 1328,train1,2852,T
No. 1329,train1,2853,T
No. 1330,train1,2854,T
No. 1331,train1,2855,T
No. 1332,train1,2856,T
No. 1333,train1,2857,T
No. 1334,train1,2858,T
No. 1335,train1,2859,T
No. 1336,train1,2861,T
No. 1337,train1,2862,T
No. 1338,train1,2864,T
No. 1339,train1,2865,T
No. 1340,train1,2866,T
No. 1341,train1,2867,T
No. 1342,train1,2868,P
No. 1343,train1,2870,T
No. 1344,train1,2871,T
No. 1345,train1,2872,T
No. 1346,train1,2873,T
No. 1347,train1,2874,T
No. 1348,train1,2875,T
No. 1349,train1,2876,T
No. 1350,train1,2877,T
No. 1351,train1,2878,T
No. 1352,train1,2879,T
No. 1353,train1,2880,T
No. 1354,train1,2881,T
No. 1355,train1,2882,T
No. 1356,train1,2883,T
No. 1357,train1,2884,T
No. 1358,train1,2885,T
No. 1359,train1,2886,T
No. 1360,train1,2887,T
No. 1361,train1,2888,T
No. 1362,train1,2889,T
No. 1363,train1,2890,T
No. 1364,train1,2892,T
No. 1365,train1,2893,T
No. 1366,train1,2894,T
No. 1367,train1,2895,T
No. 1368,train1,2896,T
No. 1369,train1,2897,T
No. 1370,train1,2898,T
No. 1371,train1,2899,T
No. 1372,train1,2900,T
No. 1373,train1,2901,T
No. 1374,train1,2902,T
No. 1375,train1,2903,T
No. 1376,train1,2904,T
No. 1377,train1,2905,T
No. 1378,train1,2906,T
No. 1379,train1,2907,T
No. 1380,train1,2908,T
No. 1381,train1,2909,T
No. 1382,train1,2911,T
No. 1383,train1,2912,T
No. 1384,train1,2913,T
No. 1385,train1,2914,T
No. 1386,train1,2916,T
No. 1387,train1,2917,T
No. 1388,train1,2918,T
No. 1389,train1,2920,T
No. 1390,train1,2921,T
No. 1391,train1,2922,T
No. 1392,train1,2923,T
No. 1393,train1,2924,T
No. 1394,train1,2925,T
No. 1395,train1,2926,T
No. 1396,train1,2927,T
No. 1397,train1,2928,T
No. 1398,train1,2929,T
No. 1399,train1,2930,T
No. 1400,train1,2932,T
No. 1401,train1,2933,T
No. 1402,train1,2934,T
No. 1403,train1,2935,T
No. 1404,train1,2936,T
No. 1405,train1,2937,T
No. 1406,train1,2938,T
No. 1407,train1,2939,T
No. 1408,train1,2942,T
No. 1409,train1,2943,p
No. 1410,train1,2944,T
No. 1411,train1,2946,T
No. 1412,train1,2947,T
No. 1413,train1,2948,T
No. 1414,train1,2949,T
No. 1415,train1,2950,T
No. 1416,train1,2951,T
No. 1417,train1,2952,T
No. 1418,train1,2953,T
No. 1419,train1,2954,T
No. 1420,train1,2955,T
No. 1421,train1,2956,T
No. 1422,train1,2957,T
No. 1423,train1,2958,T
No. 1424,train1,2959,T
No. 1425,train1,2961,T
No. 1426,train1,2962,T
No. 1427,train1,2963,T
No. 1428,train1,2964,T
No. 1429,train1,2965,T
No. 1430,train1,2966,T
No. 1431,train1,2969,T
No. 1432,train1,2970,T
No. 1433,train1,2971,T
No. 1434,train1,2974,T
No. 1435,train1,2975,T
No. 1436,train1,2976,T
No. 1437,train1,2977,T
No. 1438,train1,2978,T
No. 1439,train1,2979,T
No. 1440,train1,2980,T
No. 1441,train1,2982,T
No. 1442,train1,2983,T
No. 1443,train1,2984,T
No. 1444,train1,2985,T
No. 1445,train1,2986,T
No. 1446,train1,2987,T
No. 1447,train1,2988,T
No. 1448,train1,2989,T
No. 1449,train1,2990,T
No. 1450,train1,2991,T
No. 1451,train1,2992,T
No. 1452,train1,2993,T
No. 1453,train1,2994,T
No. 1454,train1,2996,T
No. 1455,train1,2997,T
No. 1456,train1,2998,T
No. 1457,train1,2999,T
No. 1458,train1,3000,T
No. 1459,train1,3001,T
No. 1460,train1,3002,T
No. 1461,train1,3003,T
No. 1462,train1,3004,T
No. 1463,train1,3005,T
No. 1464,train1,3006,T
No. 1465,train1,3007,T
No. 1466,train1,3008,T
No. 1467,train1,3010,T
No. 1468,train1,3011,T
No. 1469,train1,3012,T
No. 1470,train1,3013,T
No. 1471,train1,3014,T
No. 1472,train1,3015,T
No. 1473,train1,3016,T
No. 1474,train1,3017,T
No. 1475,train1,3018,T
No. 1476,train1,3019,T
No. 1477,train1,3020,T
No. 1478,train1,3021,T
No. 1479,train1,3022,T
No. 1480,train1,3023,T
No. 1481,train1,3024,T
No. 1482,train1,3025,T
No. 1483,train1,3026,T
No. 1484,train1,3027,T
No. 1485,train1,3028,T
No. 1486,train1,3029,T
No. 1487,train1,3030,T
No. 1488,train1,3031,T
No. 1489,train1,3032,T
No. 1490,train1,3033,T
No. 1491,train1,3034,T
No. 1492,train1,3035,T
No. 1493,train1,3036,T
No. 1494,train1,3037,T
No. 1495,train1,3038,T
No. 1496,train1,3039,T
No. 1497,train1,3040,T
No. 1498,train1,3041,T
No. 1499,train1,3042,T
No. 1500,train1,3043,T
No. 1501,train1,3047,T
No. 1502,train1,3048,T
No. 1503,train1,3049,T
No. 1504,train1,3050,P
No. 1505,train1,3051,T
No. 1506,train1,3052,T
No. 1507,train1,3053,T
No. 1508,train1,3054,T
No. 1509,train1,3055,T
No. 1510,train1,3056,T
No. 1511,train1,3057,T
No. 1512,train1,3058,T
No. 1513,train1,3059,T
No. 1514,train1,3060,T
No. 1515,train1,3061,T
No. 1516,train1,3062,T
No. 1517,train1,3063,T
No. 1518,train1,3064,T
No. 1519,train1,3065,T
No. 1520,train1,3066,T
No. 1521,train1,3068,T
No. 1522,train1,3069,T
No. 1523,train1,3070,T
No. 1524,train1,3071,T
No. 1525,train1,3072,T
No. 1526,train1,3073,T
No. 1527,train1,3074,T
No. 1528,train1,3075,T
No. 1529,train1,3076,T
No. 1530,train1,3077,T
No. 1531,train1,3078,T
No. 1532,train1,3079,T
No. 1533,train1,3080,T
No. 1534,train1,3081,T
No. 1535,train1,3082,T
No. 1536,train1,3083,T
No. 1537,train1,3084,T
No. 1538,train1,3085,T
No. 1539,train1,3086,T
No. 1540,train1,3087,T
No. 1541,train1,3088,T
No. 1542,train1,3090,T
No. 1543,train1,3091,T
No. 1544,train1,3092,T
No. 1545,train1,3093,T
No. 1546,train1,3094,T
No. 1547,train1,3095,T
No. 1548,train1,3096,T
No. 1549,train1,3097,T
No. 1550,train1,3098,T
No. 1551,train1,3099,T
No. 1552,train1,3100,P
No. 1553,train1,3103,T
No. 1554,train1,3104,T
No. 1555,train1,3105,T
No. 1556,train1,3108,T
No. 1557,train1,3110,L
No. 1558,train1,3111,T
No. 1559,train1,3112,T
No. 1560,train1,3113,T
No. 1561,train1,3114,P
No. 1562,train1,3115,T
No. 1563,train1,3116,T
No. 1564,train1,3118,T
No. 1565,train1,3120,T
No. 1566,train1,3121,T
No. 1567,train1,3122,T
No. 1568,train1,3123,T
No. 1569,train1,3124,T
No. 1570,train1,3125,T
No. 1571,train1,3127,T
No. 1572,train1,3128,T
No. 1573,train1,3129,T
No. 1574,train1,3130,T
No. 1575,train1,3132,T
No. 1576,train1,3133,T
No. 1577,train1,3134,T
No. 1578,train1,3135,P
No. 1579,train1,3136,T
No. 1580,train1,3137,T
No. 1581,train1,3138,T
No. 1582,train1,3140,T
No. 1583,train1,3141,T
No. 1584,train1,3142,T
No. 1585,train1,3144,T
No. 1586,train1,3145,T
No. 1587,train1,3146,T
No. 1588,train1,3147,T
No. 1589,train1,3148,T
No. 1590,train1,3149,T
No. 1591,train1,3150,T
No. 1592,train1,3151,T
No. 1593,train1,3152,T
No. 1594,train1,3153,T
No. 1595,train1,3154,T
No. 1596,train1,3155,T
No. 1597,train1,3156,T
No. 1598,train1,3157,L
No. 1599,train1,3158,T
No. 1600,train1,3159,T
No. 1601,train1,3160,T
No. 1602,train1,3161,T
No. 1603,train1,3162,T
No. 1604,train1,3163,T
No. 1605,train1,3164,T
No. 1606,train1,3165,T
No. 1607,train1,3166,T
No. 1608,train1,3167,T
No. 1609,train1,3168,T
No. 1610,train1,3169,T
No. 1611,train1,3170,T
No. 1612,train1,3171,T
No. 1613,train1,3172,T
No. 1614,train1,3173,T
No. 1615,train1,3174,T
No. 1616,train1,3175,T
No. 1617,train1,3176,T
No. 1618,train1,3177,T
No. 1619,train1,3178,T
No. 1620,train1,3179,T
No. 1621,train1,3180,T
No. 1622,train1,3181,T
No. 1623,train1,3183,T
No. 1624,train1,3184,T
No. 1625,train1,3185,T
No. 1626,train1,3186,T
No. 1627,train1,3187,P
No. 1628,train1,3188,T
No. 1629,train1,3189,T
No. 1630,train1,3190,T
No. 1631,train1,3191,T
No. 1632,train1,3192,T
No. 1633,train1,3193,T
No. 1634,train1,3194,T
No. 1635,train1,3195,T
No. 1636,train1,3196,T
No. 1637,train1,3197,T
No. 1638,train1,3198,T
No. 1639,train1,3200,T
No. 1640,train1,3202,T
No. 1641,train1,3203,T
No. 1642,train1,3205,T
No. 1643,train1,3206,T
No. 1644,train1,3207,T
No. 1645,train1,3209,T
No. 1646,train1,3210,T
No. 1647,train1,3211,T
No. 1648,train1,3212,T
No. 1649,train1,3213,T
No. 1650,train1,3214,T
No. 1651,train1,3215,T
No. 1652,train1,3216,T
No. 1653,train1,3217,T
No. 1654,train1,3218,T
No. 1655,train1,3219,T
No. 1656,train1,3220,T
No. 1657,train1,3223,T
No. 1658,train1,3224,T
No. 1659,train1,3225,T
No. 1660,train1,3226,T
No. 1661,train1,3227,T
No. 1662,train1,3229,T
No. 1663,train1,3230,T
No. 1664,train1,3231,T
No. 1665,train1,3232,T
No. 1666,train1,3233,T
No. 1667,train1,3234,T
No. 1668,train1,3235,T
No. 1669,train1,3236,T
No. 1670,train1,3237,T
No. 1671,train1,3238,T
No. 1672,train1,3239,T
No. 1673,train1,3240,T
No. 1674,train1,3241,T
No. 1675,train1,3242,T
No. 1676,train1,3244,T
No. 1677,train1,3245,T
No. 1678,train1,3246,T
No. 1679,train1,3248,T
No. 1680,train1,3249,T
No. 1681,train1,3250,T
No. 1682,train1,3251,T
No. 1683,train1,3252,T
No. 1684,train1,3253,T
No. 1685,train1,3254,T
No. 1686,train1,3255,T
No. 1687,train1,3256,T
No. 1688,train1,3257,T
No. 1689,train1,3258,T
No. 1690,train1,3259,T
No. 1691,train1,3260,T
No. 1692,train1,3261,T
No. 1693,train1,3262,T
No. 1694,train1,3263,T
No. 1695,train1,3264,T
No. 1696,train1,3265,T
No. 1697,train1,3266,T
No. 1698,train1,3267,T
No. 1699,train1,3268,T
No. 1700,train1,3269,T
No. 1701,train1,3270,T
No. 1702,train1,3271,T
No. 1703,train1,3272,T
No. 1704,train1,3273,T
No. 1705,train1,3274,T
No. 1706,train1,3275,T
No. 1707,train1,3277,T
No. 1708,train1,3278,T
No. 1709,train1,3279,T
No. 1710,train1,3280,T
No. 1711,train1,3281,T
No. 1712,train1,3282,T
No. 1713,train1,3283,T
No. 1714,train1,3284,T
No. 1715,train1,3285,T
No. 1716,train1,3286,T
No. 1717,train1,3287,T
No. 1718,train1,3288,T
No. 1719,train1,3289,T
No. 1720,train1,3291,T
No. 1721,train1,3292,T
No. 1722,train1,3293,T
No. 1723,train1,3294,T
No. 1724,train1,3295,T
No. 1725,train1,3297,T
No. 1726,train1,3299,T
No. 1727,train1,3300,T
No. 1728,train1,3301,T
No. 1729,train1,3302,T
No. 1730,train1,3303,P
No. 1731,train1,3304,T
No. 1732,train1,3305,T
No. 1733,train1,3306,T
No. 1734,train1,3307,T
No. 1735,train1,3308,T
No. 1736,train1,3309,T
No. 1737,train1,3310,T
No. 1738,train1,3311,T
No. 1739,train1,3312,T
No. 1740,train1,3313,T
No. 1741,train1,3315,T
No. 1742,train1,3316,T
No. 1743,train1,3318,T
No. 1744,train1,3320,T
No. 1745,train1,3321,T
No. 1746,train1,3323,T
No. 1747,train1,3324,T
No. 1748,train1,3325,T
No. 1749,train1,3327,T
No. 1750,train1,3328,T
No. 1751,train1,3329,T
No. 1752,train1,3330,T
No. 1753,train1,3331,T
No. 1754,train1,3332,T
No. 1755,train1,3334,T
No. 1756,train1,3335,T
No. 1757,train1,3337,T
No. 1758,train1,3338,T
No. 1759,train1,3339,T
No. 1760,train1,3341,T
No. 1761,train1,3342,T
No. 1762,train1,3343,T
No. 1763,train1,3344,T
No. 1764,train1,3345,T
No. 1765,train1,3346,T
No. 1766,train1,3347,T
No. 1767,train1,3348,T
No. 1768,train1,3349,T
No. 1769,train1,3350,T
No. 1770,train1,3351,T
No. 1771,train1,3352,T
No. 1772,train1,3353,T
No. 1773,train1,3354,T
No. 1774,train1,3355,T
No. 1775,train1,3356,T
No. 1776,train1,3357,T
No. 1777,train1,3359,T
No. 1778,train1,3360,T
No. 1779,train1,3361,T
No. 1780,train1,3362,T
No. 1781,train1,3363,T
No. 1782,train1,3364,T
No. 1783,train1,3365,T
No. 1784,train1,3366,T
No. 1785,train1,3367,T
No. 1786,train1,3368,T
No. 1787,train1,3369,T
No. 1788,train1,3370,T
No. 1789,train1,3371,T
No. 1790,train1,3372,T
No. 1791,train1,3373,T
No. 1792,train1,3374,T
No. 1793,train1,3375,T
No. 1794,train1,3376,T
No. 1795,train1,3377,T
No. 1796,train1,3378,T
No. 1797,train1,3379,T
No. 1798,train1,3380,T
No. 1799,train1,3381,T
No. 1800,train1,3382,T
No. 1801,train1,3383,T
No. 1802,train1,3384,P
No. 1803,train1,3385,T
No. 1804,train1,3386,T
No. 1805,train1,3387,T
No. 1806,train1,3388,T
No. 1807,train1,3389,T
No. 1808,train1,3390,T
No. 1809,train1,3391,T
No. 1810,train1,3392,T
No. 1811,train1,3393,T
No. 1812,train1,3394,T
No. 1813,train1,3395,T
No. 1814,train1,3396,T
No. 1815,train1,3397,T
No. 1816,train1,3398,T
No. 1817,train1,3399,T
No. 1818,train1,3400,T
No. 1819,train1,3401,T
No. 1820,train1,3403,P
No. 1821,train1,3405,T
No. 1822,train1,3406,P
No. 1823,train1,3407,T
No. 1824,train1,3408,T
No. 1825,train1,3409,T
No. 1826,train1,3410,T
No. 1827,train1,3411,T
No. 1828,train1,3412,T
No. 1829,train1,3413,T
No. 1830,train1,3414,T
No. 1831,train1,3415,P
No. 1832,train1,3416,T
No. 1833,train1,3417,T
No. 1834,train1,3418,T
No. 1835,train1,3419,T
No. 1836,train1,3420,T
No. 1837,train1,3421,T
No. 1838,train1,3423,T
No. 1839,train1,3424,T
No. 1840,train1,3425,T
No. 1841,train1,3426,T
No. 1842,train1,3427,T
No. 1843,train1,3429,T
No. 1844,train1,3430,T
No. 1845,train1,3431,T
No. 1846,train1,3432,T
No. 1847,train1,3433,T
No. 1848,train1,3434,T
No. 1849,train1,3435,T
No. 1850,train1,3436,T
No. 1851,train1,3437,T
No. 1852,train1,3438,T
No. 1853,train1,3439,T
No. 1854,train1,3441,T
No. 1855,train1,3443,T
No. 1856,train1,3444,T
No. 1857,train1,3445,P
No. 1858,train1,3446,T
No. 1859,train1,3447,T
No. 1860,train1,3448,T
No. 1861,train1,3449,T
No. 1862,train1,3451,T
No. 1863,train1,3453,T
No. 1864,train1,3454,T
No. 1865,train1,3455,T
No. 1866,train1,3456,T
No. 1867,train1,3457,T
No. 1868,train1,3459,T
No. 1869,train1,3460,T
No. 1870,train1,3461,T
No. 1871,train1,3462,P
No. 1872,train1,3463,T
No. 1873,train1,3464,T
No. 1874,train1,3465,T
No. 1875,train1,3467,T
No. 1876,train1,3468,T
No. 1877,train1,3469,T
No. 1878,train1,3471,T
No. 1879,train1,3473,T
No. 1880,train1,3475,T
No. 1881,train1,3476,T
No. 1882,train1,3477,T
No. 1883,train1,3478,T
No. 1884,train1,3479,P
No. 1885,train1,3480,T
No. 1886,train1,3481,P
No. 1887,train1,3482,T
No. 1888,train1,3483,T
No. 1889,train1,3484,T
No. 1890,train1,3485,T
No. 1891,train1,3486,T
No. 1892,train1,3487,T
No. 1893,train1,3488,T
No. 1894,train1,3490,T
No. 1895,train1,3491,T
No. 1896,train1,3492,P
No. 1897,train1,3493,T
No. 1898,train1,3494,T
No. 1899,train1,3495,T
No. 1900,train1,3497,T
No. 1901,train1,3499,T
No. 1902,train1,3501,T
No. 1903,train1,3502,T
No. 1904,train1,3503,P
No. 1905,train1,3504,T
No. 1906,train1,3505,T
No. 1907,train1,3506,T
No. 1908,train1,3507,T
No. 1909,train1,3508,T
No. 1910,train1,3509,T
No. 1911,train1,3510,T
No. 1912,train1,3511,T
No. 1913,train1,3512,T
No. 1914,train1,3513,T
No. 1915,train1,3514,T
No. 1916,train1,3515,T
No. 1917,train1,3516,T
No. 1918,train1,3517,P
No. 1919,train1,3518,T
No. 1920,train1,3519,T
No. 1921,train1,3520,T
No. 1922,train1,3521,T
No. 1923,train1,3522,T
No. 1924,train1,3523,T
No. 1925,train1,3524,T
No. 1926,train1,3525,T
No. 1927,train1,3526,P
No. 1928,train1,3527,T
No. 1929,train1,3528,T
No. 1930,train1,3529,T
No. 1931,train1,3530,T
No. 1932,train1,3531,T
No. 1933,train1,3532,T
No. 1934,train1,3533,T
No. 1935,train1,3534,T
No. 1936,train1,3535,T
No. 1937,train1,3536,T
No. 1938,train1,3537,T
No. 1939,train1,3539,T
No. 1940,train1,3540,T
No. 1941,train1,3541,T
No. 1942,train1,3542,T
No. 1943,train1,3543,P
No. 1944,train1,3544,T
No. 1945,train1,3545,T
No. 1946,train1,3546,T
No. 1947,train1,3547,T
No. 1948,train1,3548,T
No. 1949,train1,3549,T
No. 1950,train1,3550,T
No. 1951,train1,3551,T
No. 1952,train1,3552,T
No. 1953,train1,3553,T
No. 1954,train1,3554,T
No. 1955,train1,3555,T
No. 1956,train1,3556,T
No. 1957,train1,3557,T
No. 1958,train1,3558,T
No. 1959,train1,3559,T
No. 1960,train1,3560,T
No. 1961,train1,3561,T
No. 1962,train1,3562,T
No. 1963,train1,3563,T
No. 1964,train1,3564,T
No. 1965,train1,3566,T
No. 1966,train1,3567,T
No. 1967,train1,3568,T
No. 1968,train1,3569,T
No. 1969,train1,3571,T
No. 1970,train1,3572,T
No. 1971,train1,3573,T
No. 1972,train1,3574,T
No. 1973,train1,3576,T
No. 1974,train1,3577,T
No. 1975,train1,3578,T
No. 1976,train1,3579,T
No. 1977,train1,3580,T
No. 1978,train1,3581,T
No. 1979,train1,3582,T
No. 1980,train1,3583,T
No. 1981,train1,3584,T
No. 1982,train1,3585,T
No. 1983,train1,3586,T
No. 1984,train1,3587,T
No. 1985,train1,3588,T
No. 1986,train1,3589,T
No. 1987,train1,3590,T
No. 1988,train1,3591,T
No. 1989,train1,3592,T
No. 1990,train1,3593,T
No. 1991,train1,3594,T
